파일명	파일명 재정리	시청각기록물 등록번호	제목	유형	MIME 유형	Image 사이즈	재생시간	생산일	생산자	제공일	제공자	수집일	수집자	주제어(사업명)	주제어(약어)	주제어(단위과제)	주제어(1차)	주제어(2차)	위도/경도
신병문-경기도 시흥시 갯골_201411.jpg	M-A321298.jpg	M-A321298	경기도 시흥시 갯골	사진류	image/jpeg	7360x4912		2014-11-16	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시 미나리꽝_20180429_.jpg	M-A321299.jpg	M-A321299	경기도 시흥시 미나리꽝	사진류	image/jpeg	7360x4912		2018-04-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시 시화산업단지 201207.jpg	M-A321300.jpg	M-A321300	경기도 시흥시 시화산업단지 	사진류	image/jpeg	5777x3851		2012-07-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시 아파트단지 201207.jpg	M-A321301.jpg	M-A321301	경기도 시흥시 아파트단지 	사진류	image/jpeg	5523x3683		2012-07-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시 오이도 201208.jpg	M-A321302.jpg	M-A321302	경기도 시흥시 오이도 	사진류	image/jpeg	5953x3969		2012-08-11	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시 오이도 201208-.jpg	M-A321303.jpg	M-A321303	경기도 시흥시 오이도 	사진류	image/jpeg	5601x3733		2012-08-11	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시 월곳포구_201804.jpg	M-A321304.jpg	M-A321304	경기도 시흥시 월곳포구	사진류	image/jpeg	7360x4912		2018-04-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 시흥시/오이도 1_201808.jpg	M-A321305.jpg	M-A321305	경기도 시흥시/오이도 	사진류	image/jpeg	5821x3881		2012-08-11	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안산시 대부도 탄도항 201309.jpg	M-A321306.jpg	M-A321306	경기도 안산시 대부도 탄도항 	사진류	image/jpeg	7360x4912		2013-09-02	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안산시 도시농업 텃밭_20180429.jpg	M-A321307.jpg	M-A321307	경기도 안산시 도시농업 텃밭	사진류	image/jpeg	7360x4912		2018-04-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안산시 반월국가산업단지_20180429.jpg	M-A321308.jpg	M-A321308	경기도 안산시 반월국가산업단지	사진류	image/jpeg	7360x4912		2018-04-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 경부고속 안성분기점_20170617.jpg	M-A321309.jpg	M-A321309	경기도 안성시 경부고속 안성분기점	사진류	image/jpeg	7360x4912		2017-06-17	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 다락논_20180520.jpg	M-A321310.jpg	M-A321310	경기도 안성시 다락논	사진류	image/jpeg	7360x4912		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 다락논_20180520_.jpg	M-A321311.jpg	M-A321311	경기도 안성시 다락논	사진류	image/jpeg	7360x4912		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 다락논_20180520_01.jpg	M-A321312.jpg	M-A321312	경기도 안성시 다락논	사진류	image/jpeg	7360x4912		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 다랭이논_20170617.jpg	M-A321313.jpg	M-A321313	경기도 안성시 다랭이논	사진류	image/jpeg	7360x4912		2017-06-17	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 다랭이논_20170617-.jpg	M-A321314.jpg	M-A321314	경기도 안성시 다랭이논	사진류	image/jpeg	7303x4873		2017-06-17	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 목장 팜랜드201412.jpg	M-A321315.jpg	M-A321315	경기도 안성시 목장 팜랜드	사진류	image/jpeg	7155x4775		2014-12-22	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 안성천_20180520.jpg	M-A321316.jpg	M-A321316	경기도 안성시 안성천	사진류	image/jpeg	4912x7360		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 안성팜랜드_201805.jpg	M-A321317.jpg	M-A321317	경기도 안성시 안성팜랜드	사진류	image/jpeg	7360x4912		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 안성팜랜드_20180520- (1).jpg	M-A321318.jpg	M-A321318	경기도 안성시 안성팜랜드	사진류	image/jpeg	7191x4799		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 안성팜랜드_20180520.jpg	M-A321319.jpg	M-A321319	경기도 안성시 안성팜랜드	사진류	image/jpeg	7360x4912		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 안성팜랜드_20180520-.jpg	M-A321320.jpg	M-A321320	경기도 안성시 안성팜랜드	사진류	image/jpeg	7191x4799		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 전경_20180520.jpg	M-A321321.jpg	M-A321321	경기도 안성시 전경	사진류	image/jpeg	7360x4912		2018-05-20	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안성시 팜랜드 농협목장201412.jpg	M-A321322.jpg	M-A321322	경기도 안성시 팜랜드 농협목장	사진류	image/jpeg	7067x4716		2014-12-22	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 안양시_180616_071033_00021.jpg	M-A321323.jpg	M-A321323	경기도 안양시	사진류	image/jpeg	7360x4912		2018-06-16	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 인양시 _180616_070813_00022.jpg	M-A321362.jpg	M-A321362	경기도 안양시 	사진류	image/jpeg	7173x4787		2018-06-16	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양주시 고양시 도봉산 북한산_20180124.jpg	M-A321324.jpg	M-A321324	경기도 양주시 고양시 도봉산 북한산	사진류	image/jpeg	7137x4763		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양주시 고양시 도봉산 북한산_20180124-.jpg	M-A321325.jpg	M-A321325	경기도 양주시 고양시 도봉산 북한산	사진류	image/jpeg	7119x4751		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양주시 고양시 도봉산 북한산_20180124_.jpg	M-A321326.jpg	M-A321326	경기도 양주시 고양시 도봉산 북한산	사진류	image/jpeg	7360x4912		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군201402.jpg	M-A321338.jpg	M-A321338	경기도 양평군	사진류	image/jpeg	7246x4836		2014-02-09	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 201410.jpg	M-A321327.jpg	M-A321327	경기도 양평군 	사진류	image/jpeg	6997x4669		2014-10-23	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 겨울산 201402.jpg	M-A321328.jpg	M-A321328	경기도 양평군 겨울산 	사진류	image/jpeg	7360x4912		2014-02-09	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 두물머리201410 (1).jpg	M-A321329.jpg	M-A321329	경기도 양평군 두물머리	사진류	image/jpeg	7360x4912		2014-10-28	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 북한강 201306-03.jpg	M-A321330.jpg	M-A321330	경기도 양평군 북한강 	사진류	image/jpeg	7360x4912		2013-06-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 용문사201402.jpg	M-A321332.jpg	M-A321332	경기도 양평군 용문사	사진류	image/jpeg	7360x4907		2014-02-09	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 용문사201402-.jpg	M-A321333.jpg	M-A321333	경기도 양평군 용문사	사진류	image/jpeg	7360x4906		2014-02-09	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 용문사 설경 201402.jpg	M-A321331.jpg	M-A321331	경기도 양평군 용문사 설경	사진류	image/jpeg	7360x4906		2014-02-09	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 한강201306.jpg	M-A321334.jpg	M-A321334	경기도 양평군 한강	사진류	image/jpeg	7360x4912		2013-06-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 한강201306-.jpg	M-A321335.jpg	M-A321335	경기도 양평군 한강	사진류	image/jpeg	7360x4912		2013-06-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 한강201306_.jpg	M-A321336.jpg	M-A321336	경기도 양평군 한강	사진류	image/jpeg	7360x4912		2013-06-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 양평군 한강201306-01.jpg	M-A321337.jpg	M-A321337	경기도 양평군 한강	사진류	image/jpeg	7360x4912		2013-06-29	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주군 1_201805.jpg	M-A321339.jpg	M-A321339	경기도 여주시 	사진류	image/jpeg	7360x4912		2017-09-03	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 밭농사 원경6_201605.jpg	M-A321340.jpg	M-A321340	경기도 여주시 밭농사 원경 	사진류	image/jpeg	7360x4912		2016-05-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 밭농사 전경 대각선_201605.jpg	M-A321341.jpg	M-A321341	경기도 여주시 밭농사 전경 대각선	사진류	image/jpeg	7155x4775		2016-05-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 밭농사 전경 대각선_201605-.jpg	M-A321342.jpg	M-A321342	경기도 여주시 밭농사 전경 대각선	사진류	image/jpeg	7360x4912		2016-05-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 밭농사 전경 대각선_201805.jpg	M-A321343.jpg	M-A321343	경기도 여주시 밭농사 전경 대각선	사진류	image/jpeg	7360x4912		2016-05-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 밭농사 전경 대각선_201805-.jpg	M-A321344.jpg	M-A321344	경기도 여주시 밭농사 전경 대각선	사진류	image/jpeg	7360x4912		2016-05-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 세종대왕릉 영릉201306.jpg	M-A321345.jpg	M-A321345	경기도 여주시 세종대왕릉 영릉	사진류	image/jpeg	7360x4912		2013-06-30	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 여주시 이포보 캠핑장_201605.jpg	M-A321346.jpg	M-A321346	경기도 여주시 이포보 캠핑장	사진류	image/jpeg	7360x4912		2016-05-01	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 연천군 _180124_101810_00050.jpg	M-A321347.jpg	M-A321347	경기도 연천군 	사진류	image/jpeg	7360x4912		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 연천군 _180124_101814_00051.jpg	M-A321348.jpg	M-A321348	경기도 연천군 	사진류	image/jpeg	7013x4681		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 연천군 전곡읍 한탄강_20180124.jpg	M-A321349.jpg	M-A321349	경기도 연천군 전곡읍 한탄강	사진류	image/jpeg	7360x4912		2018-01-24	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 용인시 동백지구_171013.jpg	M-A321350.jpg	M-A321350	경기도 용인시 동백지구	사진류	image/jpeg	7065x4715		2017-10-13	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 용인시 신갈저수지_20171013.jpg	M-A321351.jpg	M-A321351	경기도 용인시 신갈저수지	사진류	image/jpeg	7360x4912		2017-10-13	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 용인시 이동저수지 가뭄_201706.jpg	M-A321352.jpg	M-A321352	경기도 용인시 이동저수지 가뭄	사진류	image/jpeg	7360x4912		2017-06-17	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 용인시 이동저수지 가뭄_20170617.jpg	M-A321353.jpg	M-A321353	경기도 용인시 이동저수지 가뭄	사진류	image/jpeg	7360x4912		2017-06-17	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
신병문-경기도 용인시 이동저수지 가뭄_20170617_1.jpg	M-A321354.jpg	M-A321354	경기도 용인시 이동저수지 가뭄	사진류	image/jpeg	7360x4912		2017-06-17	신병문	2018-08-07	최연하	2018-08-23	김현미	경기천년 기록 아카이브	경기기록	8인의 작가	하늘에서 본 경기	풍경	
